original_title,vote_average,genres,cast,id,director,keywords
Star Wars,8.1,"['Action', 'Adventure', 'ScienceFiction']","['CarrieFisher', 'HarrisonFord', 'MarkHamill', 'PeterCushing']",11,George Lucas,"['android', 'deathstar', 'empire', 'galacticwar', 'galaxy', 'hermit', 'jedi', 'lightsaber', 'planet', 'rebellion', 'rescuemission', 'smuggler', 'spaceopera', 'stormtrooper', 'theforce', 'totalitarianism']"
Dirty Grandpa,5.7,['Comedy'],"['AubreyPlaza', 'JulianneHough', 'RobertDeNiro', 'ZacEfron']",291870,Dan Mazer,"['armygeneral', 'grandfather', 'grandfathergrandsonrelationship', 'pervert', 'retired', 'roadtrip', 'sexcomedy', 'wedding']"
Doctor Zhivago,7.4,"['Drama', 'Romance', 'War']","['GeraldineChaplin', 'JulieChristie', 'OmarSharif', 'RodSteiger']",907,David Lean,"['daughter', 'epic', 'forbiddenlove', 'lossoffamily', 'lovetriangle', 'nurse', 'russianrevolution1917', 'stepparents', 'suicideattempt', 'worldwari']"
Trash,7.1,"['Adventure', 'Crime', 'Drama', 'Thriller']","['EduardoLuis', 'GabrielWeinstein', 'RicksonTevez', 'RooneyMara']",206563,Stephen Daldry,"['brazilian', 'drama', 'thriller']"
High School Musical 3: Senior Year,6.2,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']","['AshleyTisdale', 'LucasGrabeel', 'VanessaHudgens', 'ZacEfron']",11887,Kenny Ortega,"['comingofage', 'duringcreditsstinger', 'highschool', 'highschoolstudent', 'music', 'musical', 'teenager']"
The Fighter,7.2,['Drama'],"['AmyAdams', 'ChristianBale', 'MarkWahlberg', 'MelissaLeo']",45317,David O. Russell,"['bluecollarworker', 'boxershorts', 'churchbells', 'documentarycrew', 'documentaryfilmmaking', 'duringcreditsstinger', 'irishamerican', 'jumpingrope', 'lowellmassachusetts', 'shadowboxing', 'sport']"
Jackass Number Two,6.4,"['Action', 'Comedy', 'Documentary']","['BamMargera', 'ChrisPontius', 'JohnnyKnoxville', 'Steve-O']",12094,Jeff Tremaine,"['bulle', 'disgust', 'pain', 'shocking', 'stuntman', 'stunts', 'stupidity', 'wound']"
My Cousin Vinny,7.3,"['Comedy', 'Drama']","['JoePesci', 'MarisaTomei', 'MitchellWhitfield', 'RalphMacchio']",10377,Jonathan Lynn,"['court', 'cousin', 'lawyer', 'prison', 'southernusa', 'suspicion', 'wrongfularrest']"
If I Stay,7.3,['Drama'],"['ChloëGraceMoretz', 'JamieBlackley', 'LianaLiberato', 'MireilleEnos']",249164,R.J. Cutler,"['basedonyoungadultnovel', 'caraccident', 'coma', 'musician', 'outofbodyexperience', 'teenagegirl', 'teenager', 'teendrama']"
Drive Hard,3.9,"['Action', 'Comedy', 'Crime']","['DamienGarvey', 'JohnCusack', 'ThomasJane', 'ZoeVentoura']",256092,Brian Trenchard-Smith,['']
Major League,6.6,['Comedy'],"['CharlieSheen', 'CorbinBernsen', 'MargaretWhitton', 'TomBerenger']",9942,David S. Ward,"['baseball', 'baseballfield', 'comicstrip', 'hardhat', 'hotdog', 'professionalsports', 'sabotage', 'shortsighted', 'sombrero', 'sport', 'thebiggame', 'voodooritual']"
St. Trinian's,5.6,"['Comedy', 'Family', 'ScienceFiction']","['ColinFirth', 'GemmaArterton', 'RupertEverett', 'TalulahRiley']",10748,Barnaby Thompson,"['anarchy', 'chaos', 'debt', 'distillery', 'duringcreditsstinger', 'exhibit', 'girlsboardingschool', 'groupoffriends', 'musical', 'principal', 'quizshow', 'receivingofstolengoods', 'shenanigan', 'snake', 'solidarity', 'unorthodox']"
Phone Booth,6.7,"['Drama', 'Thriller']","['ColinFarrell', 'ForestWhitaker', 'KieferSutherland', 'RadhaMitchell']",1817,Joel Schumacher,"['phonebooth', 'psychopath', 'terrorist']"
A Walk to Remember,7.5,"['Drama', 'Romance']","['DarylHannah', 'MandyMoore', 'PeterCoyote', 'ShaneWest']",10229,Adam Shankman,"['basedonnovel', 'cancer', 'comingofage', 'highschool', 'northcarolina', 'starcrossedlovers', 'teenager', 'theatregroup', 'theatremilieu', 'tragiclove']"
Dead Man Walking,7.3,['Drama'],"['RaymondJ.Barry', 'RobertProsky', 'SeanPenn', 'SusanSarandon']",687,Tim Robbins,"['begnadigung', 'charity', 'court', 'courtcase', 'cowardliness', 'deathpenalty', 'deathrow', 'deathsentence', 'despair', 'doomedman', 'electricchair', 'forgiveness', 'lethalinjection', 'mercypetition', 'penalty', 'prison', 'prisoncell', 'rageandhate', 'rape', 'rightandjustice', 'self-discovery', 'sentence', 'sociallydeprivedfamily', 'therapist', 'unsociability']"
Cruel Intentions,6.6,"['Drama', 'Romance', 'Thriller']","['ReeseWitherspoon', 'RyanPhillippe', 'SarahMichelleGellar', 'SelmaBlair']",796,Roger Kumble,"['addiction', 'bet', 'brothersisterrelationship', 'cocaine', 'cynic', 'drugabuse', 'innocence', 'love', 'loveletter', 'manipulation', 'privateschool', 'psychotherapy', 'sadistic', 'seduction', 'sex', 'sexualobsession', 'upperclass', 'virgin']"
Saw VI,6.0,"['Horror', 'Mystery']","['BetsyRussell', 'CostasMandylor', 'MarkRolston', 'TobinBell']",22804,Kevin Greutert,['aftercreditsstinger']
History of the World: Part I,6.5,['Comedy'],"['DomDeLuise', 'HarveyKorman', 'MadelineKahn', 'MelBrooks']",10156,Mel Brooks,"['juliuscaesar', 'moses', 'music', 'musical', 'romanempire', 'stoneage']"
The Secret Life of Bees,7.4,['Adventure'],"['DakotaFanning', 'JenniferHudson', 'QueenLatifah', 'SophieOkonedo']",12837,Gina Prince-Bythewood,['womandirector']
Corky Romano,4.1,"['Action', 'Comedy', 'Crime']","['ChrisKattan', 'PeterBerg', 'PeterFalk', 'VinessaShaw']",17708,Rob Pritts,['']
Raising Cain,5.9,"['Crime', 'Drama', 'Horror', 'Thriller']","['FrancesSternhagen', 'JohnLithgow', 'LolitaDavidovich', 'StevenBauer']",13937,Brian De Palma,['']
F.I.S.T.,6.4,"['Action', 'Drama']","['MelindaDillon', 'PeterBoyle', 'RodSteiger', 'SylvesterStallone']",28932,Norman Jewison,['']
Invaders from Mars,5.5,['ScienceFiction'],"['HunterCarson', 'KarenBlack', 'LaraineNewman', 'TimothyBottoms']",31909,Tobe Hooper,"['alieninvasion', 'remake', 'spaceinvasion']"
Brooklyn,7.2,"['Drama', 'Romance']","['DomhnallGleeson', 'EmoryCohen', 'JimBroadbent', 'SaoirseRonan']",167073,John Crowley,"['1950s', 'basedonnovel', 'boardinghouse', 'brooklynnewyorkcity', 'community', 'duallife', 'homesickness', 'ireland', 'irishimmigrant', 'journey', 'lovetriangle', 'marriage', 'ship', 'vororte', 'workingclass']"
Barry Lyndon,7.7,"['Drama', 'Romance', 'War']","['DianaKörner', 'HardyKrüger', 'MarisaBerenson', 'RyanONeal']",3175,Stanley Kubrick,"['britisharmy', 'britishsoldier', 'debt', 'epic', 'fencing', 'ireland', 'nobility', 'palace', 'prussia', 'sevenyearswar']"
Out Cold,5.8,['Comedy'],"['JasonLondon', 'LeeMajors', 'VictoriaSilvstedt', 'ZachGalifianakis']",14369,Brendan Malloy,"['airplane', 'alaska', 'alcohol', 'drughumor', 'father', 'gondola', 'hottub', 'malefemalerelationship', 'manager', 'mountains', 'prank', 'races', 'skiresort', 'snowboarding', 'sport']"
The Ladies Man,5.7,['Comedy'],"['BillyDeeWilliams', 'JohnWitherspoon', 'KarynParsons', 'TimMeadows']",16888,Reginald Hudlin,"['cheatonhusband', 'eatingcontest', 'femalenudity', 'radio', 'tattoo']"
Quartet,6.3,"['Comedy', 'Drama', 'Romance']","['BillyConnolly', 'MaggieSmith', 'PaulineCollins', 'TomCourtenay']",121826,Dustin Hoffman,"['concert', 'musician', 'retired']"
Tomcats,4.9,"['Comedy', 'Romance']","['HoratioSanz', 'JakeBusey', 'JerryOConnell', 'ShannonElizabeth']",10646,Gregory Poirier,"['compulsivegambling', 'groupoffriends', 'roulette', 'stagnight']"
Frailty,7.0,"['Crime', 'Drama', 'Thriller']","['BillPaxton', 'MattOLeary', 'MatthewMcConaughey', 'PowersBoothe']",12149,Bill Paxton,"['1970s', 'angel', 'ax', 'demon', 'dream', 'fbiagent', 'flashback', 'forcedtokill', 'gloves', 'grave', 'insanity', 'lossofmother', 'mechanic', 'murder', 'punishment', 'religiousfanatic', 'remorse', 'rosegarden', 'serialkiller', 'sheriff', 'texas', 'vision']"
Woman in Gold,7.3,['Drama'],"['HelenMirren', 'KatieHolmes', 'RyanReynolds', 'TatianaMaslany']",304357,Simon Curtis,"['art', 'basedontruestory', 'nazis', 'stolenpainting']"
Kinsey,6.6,['Drama'],"['ChrisODonnell', 'LauraLinney', 'LiamNeeson', 'PeterSarsgaard']",11184,Bill Condon,"['biography', 'criticismandblame', 'freelove', 'homosexuality', 'indiana', 'indianauniversity', 'interview', 'marriage', 'morality', 'professor', 'research', 'sex', 'sexologist', 'sexuality', 'student', 'taboo', 'teaching']"
Army of Darkness,7.3,"['Comedy', 'Fantasy', 'Horror']","['BruceCampbell', 'EmbethDavidtz', 'IanAbercrombie', 'MarcusGilbert']",766,Sam Raimi,"['castle', 'catapult', 'chainsaw', 'doppelganger', 'goodandbad', 'incantation', 'knight', 'middleages', 'necronomicon', 'pit', 'prophecy', 'skeleton', 'supermarket', 'swordplay', 'timeframe', 'timetravel', 'undead', 'windmill', 'witch', 'zombie']"
Slackers,5.4,"['Comedy', 'Romance']","['DevonSawa', 'JaimeKing', 'JasonSchwartzman', 'JasonSegel']",20009,Dewey Nicks,"['backpack', 'cheatingwife', 'comedy', 'drugabuse', 'eavesdropping', 'fall', 'jobinterview', 'malenudity', 'repairman', 'spongebath', 'troll']"
What's Eating Gilbert Grape,7.5,"['Drama', 'Romance']","['DarleneCates', 'JohnnyDepp', 'JulietteLewis', 'LeonardoDiCaprio']",1587,Lasse Hallström,"['brotherbrotherrelationship', 'dysfunctionalfamily', 'independentfilm', 'iowa', 'mentallydisabled', 'widow']"
The Visual Bible: The Gospel of John,8.2,"['Drama', 'History']","['ChristopherPlummer', 'DanielKash', 'HenryIanCusick', 'StuartBunce']",30973,Philip Saville,"['bible', 'christian', 'god', 'jesuschrist', 'lastsupper', 'miracle', 'sermononthemount']"
Vera Drake,6.8,"['Crime', 'Drama']","['EddieMarsan', 'ImeldaStaunton', 'RichardGraham', 'SallyHawkins']",11109,Mike Leigh,"['1950s', 'england', 'femaleprotagonist', 'fingerprinting', 'miscarriage', 'motherrole', 'neighbor', 'police', 'pregnant', 'tailor', 'unwantedpregnancy', 'womensprison']"
The Guru,5.1,"['Comedy', 'Romance']","['HeatherGraham', 'JimiMistry', 'MarisaTomei', 'MichaelMcKean']",9027,Daisy von Scherler Mayer,"['dancingmaster', 'guru', 'indianlead', 'newlove', 'pornactor', 'sex', 'sexcomedy', 'wedding', 'womandirector']"
The Perez Family,6.6,"['Comedy', 'Drama', 'Romance']","['AlfredMolina', 'AnjelicaHuston', 'ChazzPalminteri', 'MarisaTomei']",63020,Mira Nair,"['cubanrefugees', 'immigration', 'independentfilm', 'politicalprisoner', 'womandirector']"
Inside Llewyn Davis,7.2,"['Drama', 'Music']","['CareyMulligan', 'JerryGrayson', 'JustinTimberlake', 'OscarIsaac']",86829,Joel Coen,"['1960s', 'aspiringsinger', 'folkmusic', 'merchantmarine', 'newyorkcity', 'performance', 'recording']"
O,5.8,"['Drama', 'Romance', 'Thriller']","['AndrewKeegan', 'JoshHartnett', 'JuliaStiles', 'MekhiPhifer']",11065,Tim Blake Nelson,"['columbine', 'drug', 'friends', 'girlfriend', 'highschool', 'highschoolsports', 'jealousy', 'sex', 'xenophobia']"
Return to the Blue Lagoon,5.1,"['Adventure', 'Drama', 'Romance']","['BrianKrause', 'CourtneyBarilla', 'LisaPelikan', 'MillaJovovich']",13888,William A. Graham,"['desertedisland', 'island', 'marooned', 'pacificisland', 'teenager', 'tropicalisland']"
The Molly Maguires,5.9,"['Drama', 'History']","['FrankFinlay', 'RichardHarris', 'SamanthaEggar', 'SeanConnery']",42345,Martin Ritt,"['coalmine', 'coalmining', 'miner', 'pennsylvania', 'pennsylvaniacoalminer']"
Romance & Cigarettes,6.0,"['Comedy', 'Music', 'Romance']","['JamesGandolfini', 'KateWinslet', 'SteveBuscemi', 'SusanSarandon']",13994,John Turturro,"['infidelity', 'lovers', 'newyorkcity', 'workingclass']"
Copying Beethoven,6.2,['Drama'],"['DianeKruger', 'EdHarris', 'MatthewGoode', 'PhyllidaLaw']",1590,Agnieszka Holland,"['beethoven', 'womandirector']"
Brighton Rock,5.6,"['Crime', 'Drama', 'Thriller']","['AndySerkis', 'HelenMirren', 'JohnHurt', 'SamRiley']",62728,Rowan Joffe,"['brighton', 'gang', 'gangwar', 'nightmare', 'prayer', 'record', 'revenge', 'riot', 'violence', 'waitress']"
Saw V,5.9,"['Crime', 'Horror', 'Thriller']","['BetsyRussell', 'CostasMandylor', 'ScottPatterson', 'TobinBell']",11917,David Hackl,"['bloodsplatter', 'jigsaw', 'nazi', 'pigmask', 'serialkiller', 'swastikatattoo']"
Gli intoccabili,7.3,"['Action', 'Crime', 'Drama', 'Foreign', 'Thriller']","['BrittEkland', 'GabrieleFerzetti', 'JohnCassavetes', 'PeterFalk']",45138,Giuliano Montaldo,['mobster']
LOL,5.9,"['Comedy', 'Drama', 'Romance']","['AshleyGreene', 'DemiMoore', 'DouglasBooth', 'MileyCyrus']",80271,Lisa Azuelos,"['basedonfilm', 'comingofage', 'motherdaughterrelationship', 'teenager', 'teenmovie', 'womandirector', 'workingmom']"
Jindabyne,5.7,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Deborra-LeeFurness', 'GabrielByrne', 'JohnHoward', 'LauraLinney']",4657,Ray Lawrence,"['aboriginal', 'aborigine', 'australia', 'australianaborigine', 'fishing', 'friendship', 'malefriendship', 'marriage', 'marriagecrisis', 'murder', 'smalltown']"
कभी अलविदा ना कहना,6.1,"['Drama', 'Romance']","['AbhishekBachchan', 'PreityZinta', 'RaniMukerji', 'ShahRukhKhan']",14395,Karan Johar,"['adultery', 'extramaritalaffair']"
An Ideal Husband,6.3,"['Comedy', 'Drama', 'Romance']","['CateBlanchett', 'JulianneMoore', 'MinnieDriver', 'RupertEverett']",24137,Oliver Parker,['']
The Last Days on Mars,5.2,"['Horror', 'ScienceFiction', 'Thriller']","['EliasKoteas', 'LievSchreiber', 'OliviaWilliams', 'RomolaGarai']",190847,Ruairi Robinson,"['mars', 'sciencefiction', 'zombie']"
Darkness,5.6,['Horror'],"['AnnaPaquin', 'GiancarloGiannini', 'IainGlen', 'LenaOlin']",11056,Jaume Balagueró,"['family', 'hauntedhouse', 'lossofchild', 'psychopathy', 'solareclipse']"
2001: A Space Odyssey,7.9,"['Adventure', 'Mystery', 'ScienceFiction']","['DouglasRain', 'GaryLockwood', 'KeirDullea', 'WilliamSylvester']",62,Stanley Kubrick,"['artificialintelligence', 'astronaut', 'evolution', 'humanbeing', 'jupiter', 'manvsmachine', 'monolith', 'moon', 'moonbase', 'spacemission', 'spacestation', 'spacetravel', 'supercomputer', 'technology']"
E.T. the Extra-Terrestrial,7.3,"['Adventure', 'Family', 'Fantasy', 'ScienceFiction']","['DeeWallace', 'DrewBarrymore', 'HenryThomas', 'RobertMacNaughton']",601,Steven Spielberg,"['extraterrestrialtechnology', 'farewell', 'finger', 'flowerpot', 'flyingsaucer', 'halloween', 'hidingplace', 'homesickness', 'lossoffather', 'nasa', 'operation', 'prosecution', 'ridingabicycle', 'single', 'spacemarine']"
In the Land of Women,5.8,"['Comedy', 'Drama', 'Romance']","['AdamBrody', 'JoBethWilliams', 'KristenStewart', 'MegRyan']",13067,Jon Kasdan,"['actress', 'cancer', 'flashback', 'illness', 'infidelity', 'love', 'neighbor', 'party', 'teenager', 'writer']"
The Blue Butterfly,6.8,"['Adventure', 'Drama', 'Family']","['MarcDonato', 'PascaleBussières', 'RaoulMaxTrujillo', 'WilliamHurt']",25379,Léa Pool,"['butterfly', 'insectarium', 'insects', 'rain', 'rainforest', 'womandirector']"
There Goes My Baby,8.5,"['Comedy', 'Drama']","['DermotMulroney', 'KelliWilliams', 'NoahWyle', 'RickySchroder']",88641,Floyd Mutrux,['']
Housefull,5.2,"['Comedy', 'Drama', 'Foreign', 'Romance']","['AkshayKumar', 'DeepikaPadukone', 'LaraDutta', 'RiteshDeshmukh']",58051,Sajid Khan,['']
September Dawn,5.0,"['Action', 'Drama', 'History', 'Romance', 'Western']","['JonVoight', 'LolitaDavidovich', 'TamaraHope', 'TrentFord']",14877,Christopher Cain,['']
For Greater Glory - The True Story of Cristiada,6.4,"['Drama', 'History']","['AndyGarcía', 'EvaLongoria', 'OscarIsaac', 'PeterOToole']",96399,Dean Wright,['duringcreditsstinger']
La Famille Bélier,7.0,"['Comedy', 'Drama', 'Music']","['EricElmosnino', 'FrançoisDamiens', 'KarinViard', 'LouaneEmera']",304410,Eric Lartigau,"['comingofage', 'deafness', 'family', 'music', 'signlanguage', 'singing', 'teenagegirl']"
Good Will Hunting,7.9,['Drama'],"['BenAffleck', 'MattDamon', 'RobinWilliams', 'StellanSkarsgård']",489,Gus Van Sant,"['ambition', 'baseball', 'boston', 'courtroom', 'flashback', 'friends', 'genius', 'harvarduniversity', 'irish', 'janitor', 'love', 'm.i.t.', 'mathematics', 'prodigy', 'professor', 'psychologist', 'university']"
Misconduct,5.3,"['Drama', 'Thriller']","['AliceEve', 'JoshDuhamel', 'LeeByung-hun', 'MalinÅkerman']",373314,Shintaro Shimosawa,['']
Saw III,6.1,"['Crime', 'Horror', 'Thriller']","['AngusMacfadyen', 'BaharSoomekh', 'ShawneeSmith', 'TobinBell']",214,Darren Lynn Bousman,"['braintumor', 'famoustheme', 'mutilation', 'nudity', 'severedfoot', 'shotintheface', 'suffocation']"
Stripes,6.5,"['Action', 'Comedy']","['BillMurray', 'HaroldRamis', 'P.J.Soles', 'WarrenOates']",10890,Ivan Reitman,"['date', 'ex-girlfriend', 'militaryspoof', 'u.s.army']"
Bring It On,5.8,['Comedy'],"['ElizaDushku', 'GabrielleUnion', 'JesseBradford', 'KirstenDunst']",1588,Peyton Reed,"['cheeringcrowd', 'cheerleader', 'cheerleading', 'duringcreditsstinger', 'highschool', 'sport', 'teenagegirl']"
The Purge: Election Year,6.1,"['Action', 'Horror', 'Thriller']","['EdwinHodge', 'ElizabethMitchell', 'FrankGrillo', 'MykeltiWilliamson']",316727,James DeMonaco,"['dystopia', 'legalizedmurder', 'sequel']"
She's All That,5.7,"['Comedy', 'Romance']","['FreddiePrinzeJr.', 'MatthewLillard', 'PaulWalker', 'RachaelLeighCook']",10314,Robert Iscove,"['avant-garde', 'beatboxing', 'clownmakeup', 'highschoolstudent', 'houseparty', 'jeep', 'littlepeople', 'misfit', 'performanceart', 'poolcleaner', 'popularity', 'promqueen', 'pygmalion', 'selfexpression', 'teenager', 'teenangst', 'teenmovie', 'tripping', 'tvstar', 'volleyball', 'younglove']"
Saw IV,5.9,"['Crime', 'Horror', 'Thriller']","['BetsyRussell', 'CostasMandylor', 'ScottPatterson', 'TobinBell']",663,Darren Lynn Bousman,"['blood', 'doctor', 'electricchair', 'fbiagent', 'femalecorpse', 'games', 'ice', 'pain', 'policeofficer', 'psychopath', 'torture', 'victim', 'violence']"
White Noise,5.6,"['Drama', 'Horror', 'Thriller']","['ChandraWest', 'DeborahKaraUnger', 'IanMcNeice', 'MichaelKeaton']",11804,Geoffrey Sax,"['audiocassette', 'bedridden', 'death', 'electronicvoicephenomena', 'inspector', 'liftingpersoninair', 'logbook', 'loss', 'nearmiss', 'paranormalphenomena', 'remotecontrol', 'supernatural', 'time', 'voice', 'waterfront', 'wheelchair']"
Madea's Family Reunion,6.0,"['Comedy', 'Drama', 'Romance']","['BlairUnderwood', 'BorisKodjoe', 'LynnWhitfield', 'TylerPerry']",16781,Tyler Perry,"['basedonplay', 'spanking']"
The Color of Money,6.7,['Drama'],"['HelenShaver', 'MaryElizabethMastrantonio', 'PaulNewman', 'TomCruise']",11873,Martin Scorsese,"['bar', 'billard', 'hustler', 'sport', 'talent']"
The Longest Day,7.2,"['Action', 'Drama', 'History', 'War']","['Arletty', 'EddieAlbert', 'Jean-LouisBarrault', 'PaulAnka']",9289,Bernhard Wicki,"['allied', 'normandy', 'soldier', 'steelhelmet', 'widerstand', 'worldwarii']"
The Mighty Ducks,6.4,"['Comedy', 'Family']","['EmilioEstevez', 'HeidiKling', 'JossAckland', 'LaneSmith']",10414,Stephen Herek,"['feel-goodending', 'hockeygame', 'icehockey', 'sport', 'sportsteam', 'thebiggame', 'winning']"
The Grudge,5.8,"['Horror', 'Mystery', 'Thriller']","['BillPullman', 'CleaDuVall', 'JasonBehr', 'SarahMichelleGellar']",1970,Takashi Shimizu,"['catatonia', 'curse', 'ghostchild', 'house', 'japanese', 'malenudity', 'nurse', 'oldwoman', 'remake', 'remakeofjapanesefilm']"
Happy Gilmore,6.5,['Comedy'],"['AdamSandler', 'BenStiller', 'ChristopherMcDonald', 'JulieBowen']",9614,Dennis Dugan,"['golf', 'lossoffather', 'lossofmother', 'sport', 'taxes']"
Jeepers Creepers,6.1,"['Horror', 'Thriller']","['GinaPhilips', 'JonathanBreck', 'JustinLong', 'PatriciaBelcher']",8922,Victor Salva,"['aftercreditsstinger', 'brother', 'massmurder', 'sister', 'song']"
Bill & Ted's Excellent Adventure,6.7,"['Adventure', 'Comedy', 'ScienceFiction']","['AlexWinter', 'DanShor', 'GeorgeCarlin', 'KeanuReeves']",1648,Stephen Herek,"['bestfriend', 'billythekid', 'heavymetal', 'history', 'jealousy', 'journeyinthepast', 'metal', 'napoleonbonaparte', 'past', 'phonebooth', 'rhinoceros', 'schoolpresentation', 'sigmundfreud', 'socrates', 'timetravel', 'worldpeace']"
Oliver!,7.0,"['Drama', 'Family', 'Music']","['HarrySecombe', 'OliverReed', 'RonMoody', 'ShaniWallis']",17917,Carol Reed,"['musical', 'orphan', 'pickpocket', 'victorianengland']"
The Best Exotic Marigold Hotel,6.9,"['Comedy', 'Drama']","['BillNighy', 'JudiDench', 'MaggieSmith', 'TomWilkinson']",74534,John Madden,"['basedonnovel', 'elderly', 'ensemblecast', 'hotel', 'india', 'jaipurindia', 'outsourcing', 'personalgrowth']"
Recess: School's Out,6.6,"['Animation', 'Comedy', 'Family', 'ScienceFiction']","['AshleyJohnson', 'CourtlandMead', 'JasonDavis', 'RickeyDShonCollins']",19405,Chuck Sheetz,"['basedontvseries', 'classmates', 'elementaryschool', 'friends', 'holiday', 'recess', 'summer']"
Mad Max Beyond Thunderdome,5.9,"['Action', 'Adventure', 'ScienceFiction']","['BruceSpence', 'HelenBuday', 'MelGibson', 'TinaTurner']",9355,George Miller,"['arena', 'dystopia', 'oasis', 'ozploitation', 'postnuclear', 'sandstorm', 'sequel']"
Commando,6.4,"['Action', 'Adventure', 'Thriller']","['ArnoldSchwarzenegger', 'DanHedaya', 'RaeDawnChong', 'VernonWells']",10999,Mark L. Lester,"['daughter', 'father', 'kidnapping', 'lonewolf', 'rescuemission']"
